ごりごり,ころころ,がたがた,ぼろぼろ,くるくる,きょろきょろ,くすくす,どんどん,よぼよぼ,がんがん,ぎりぎり,びんびん
['「いいぜ、ごりごりのめかめかなぱわーあーむに変えてやるよ」\n'],['\u3000艶やかな長い黒髪、十四歳の少女をもでるとした柔らかい皮膚、あんどろいどとは思えないころころと変わる表情、めいど服に合わせて作られた完成された体型。\n'],['\u3000ごろつきは足をがたがたと震わせて失禁する。\n'],"['\u3000咳をしながら、頭にごーぐるをかけて、ぼろぼろの黒くなった作業服を着た中年の黒人男性が店から外に出てくる。……以前来たときはあの作業服は新品で真っ白だったんがもう、見る影もないな。\n', '「ふふっ、そのわりには随分とぼろぼろなように見えますけどね」\n', '「おお、ろっく。いいところにきたなって、お前ぼろぼろじゃねえかっ！\u3000待ってな、すぐにぱーつを変えてやるから」\n']",['\u3000扉は上空でくるくると縦に回転し、奴のはるか後ろで盛大な音を立てて倒れた。\n'],['\u3000べんはきょろきょろと周囲を見回し、何かを探していた。\n'],['\u3000そう答えると、少女はくすくすと笑う。おかしなことでも言っただろうか。\n'],"['\u3000彼女はどんどん痩せていく。\n', '「ええ、いいのよ。どんどん食べて」\n']",['\u3000あんどろいどはいいもんだね。あたしは歳をとって、よぼよぼになっちまったけど。\n'],['\u3000れーざーと光線をがんがん撃ってたから、爆破の音が聞こえなかったのだろう。\n'],['\u3000しかし、当時のあんどろいどへの評価は悪く、動きのきれがない老人のふらだんすにぎりぎり負けるれべるのお粗末なもので、世間からは金のかかるでくの坊といういめーじをもたれている。\n'],['「おおう、おれとの育ちの違いをびんびんに感じるぜ。よ、よろしくぅ！」\n']
