ワンピー,プンカー,ビーグル,チンピラ,ツンデレ,コンクリ,エンジン,ピーカー,パチクリ,クルガー,トロポリ,テクノロ,ガサゴソ,ブースタ,グーグル,タックル,ビームラ,チンワー,コットン,ブービー,バンカー,キーアー,カタコト,ボンドカ,コントロ,ハッキン,ポリキャッ,クダウン,プラグス,コンピュー,スーパー,グスペッ,ズングリ,クラスタ,パンツル,スクリーン
3,1,1,1,1,1,11,2,1,1,1,4,1,12,1,2,4,1,3,1,2,1,1,1,8,9,3,1,1,4,6,1,2,1,1,12
