エントロ,ジャーシー,キーボー,コンパク,コンクリ,エンジン,ザービー,ポンコツ,テクノロ,スパコン,メキシコ,コントロ,ビタブル,コンピュー,スーパー,グスカー,クタクル,バタフラ
3,4,1,1,3,1,4,1,7,1,2,4,2,14,1,1,1,1
