ワンピー,キーボー,コッキン,チンピラ,ツンデレ,コンクリ,ワーゲー,ジーパン,エンジン,ザーポイ,ピーカー,ゴーグル,ドンブリ,バタリオン,チップス,ハッカー,ポーツカ,バカスカ,ワンパタ,チンチクリ,ニコチン,ガラクタ,ガンオイ,ジンポー,スラスタ,シーピン,キーカス,グラウン,ブルタッ,クラウラ,ジャングル,コントロ,ハッキン,オンゲー,ジャーキー,ペットボ,パラベラ,ドサクサ,ピーキー,コンピュー,パンプス,スーパー,プルタッ,クタクル,ブラスタ,ヨロシク,スクリーン
3,1,2,16,2,3,1,3,19,1,9,2,6,3,6,1,1,1,1,1,1,1,1,1,2,1,1,5,3,1,1,3,1,1,1,1,2,1,1,5,1,2,1,1,1,4,1
