ワンピー,キーボー,ワンシー,スカウト,ビークル,トロスー,コンクリ,アーコン,ジャンプス,ピーカー,ビーブル,スクドー,リングタ,クリスタ,シースル,キーパー,ワーキン,クンドク,コンパー,オングル,ザーコン,スラスタ,カリグラ,ガーデン,ビングル,グラウン,ホログラ,ゲーリン,パッチリ,カチャカチ,ワイドス,コントロ,ハッキン,キンパキ,ツーピー,シャンパン,エンドロ,フラクタ,コンピュー,スパイラ,ピンポイ,ザーブー,スクリーン
12,1,1,1,3,1,5,3,2,1,2,1,1,1,1,1,1,1,4,1,4,2,1,2,3,3,42,3,2,1,1,16,1,3,1,1,1,1,15,1,1,1,67
