バンザー,カランコロン,カラカン,ハラドキ,ウンチク,コンクリ,エンジン,ポンコツ,ゴチャゴチ,ブースタ,キームン,クッビク,キーワー,ドンパチ,ビーコン,リーンピー,オンボロ,ポツリポツ,チンタラ,グルクン,コンピュー,ブラスタ
1,1,1,1,1,1,26,4,1,4,2,1,2,1,2,2,5,2,1,6,3,1
