ワークラ,クルプラ,プルブラ,キーボー,ジュードブ,コンパク,ビーフサ,コンクリ,エンジン,デコピン,ピーカー,シックス,ポンコツ,ブスクリ,コソドロ,オンシッ,ジャンパー,ニタリン,パタリパタ,スラスタ,プリンクラ,グラウン,ビーコン,ホログラ,ガーハッ,メリクリ,コントロ,ハッキン,コンピュー,パンプス,グスカー,ピンポイ,プルキー,ブラスタ,スクリーン
1,1,2,4,1,1,2,2,4,1,9,4,5,1,1,1,1,1,1,10,1,1,1,1,1,3,18,14,6,1,1,1,1,3,13
