クッキー,プルグリ,コンパク,ブルフラ,ドスピー,エンジン,ピーカー,プラスレ,スルクス,ピーピン,クサグラ,キンスー,ブリシー,トロクサ,ブースタ,クラシッ,カリカチ,コンデン,シュークリ,シーリン,スラスタ,カーペッ,メキシコ,ウロボロ,ビーコン,シーズン,コントロ,パーカー,コンピュー,ピンポイ,クラスタ,クドビー,スクリーン
2,1,1,1,1,5,2,1,1,1,1,1,1,1,6,1,1,3,2,1,21,1,2,1,6,1,7,10,10,1,8,1,10
