こんとろ,とんぼー,こんぴゅー,がささや,すらすた,こんでん,するとこ,めきしこ,つけねば
['〈こちら管制室こんとろーる。突入を許可する。幸運を〉'],['\u3000あめりか空軍が地球を周回する二個の人工衛星を発見した、と報じられた。このにゅーすには冥王星の発見者として知られる天文学者、くらいど・とんぼーがかかわっていたとされるが――この時期、まだ人類はただ一つの衛星も打ち上げに成功していなかった。'],['\u3000不規則で奇怪な形状を持つ巨大な黒い物体が、見かけ上はゆっくりと、だが容赦ない速度で近づいてくる。航法こんぴゅーたーが解析したその物体の軌道は、９０％の確率でぴり・れいすと衝突するこーすをとっていた。'],['\u3000六年後にはあめりか海軍が、極軌道に極めて近い特異な軌道を持つ、黒色の物体を観測している。様々な憶測がささやかれ、その中には「一万年以上前に外宇宙から飛来して地球を監視している」という怪しげなものまであった。'],['\u3000操船を担当していたらんど中尉が船首逆噴射推進器(りばーす・すらすたー)をいっぱいに噴射して減速をかけ、高度を下げようと試みた。'],['\u3000さわたりは機体下面から前方へ突き出した大出力れーざー砲「がらてぃん」を使用可能状態に切り替えた。これは機体に装備されたそーらーぱねるからの電力供給で稼働する。ただし、こんでんさの耐用限界のため、発射可能なのは五発のみ。'],['\u3000「それ」が初めて人類の認識するところとなったのは、遠く冷戦時代の昔。１９５４年のことだ。'],['\u3000人類初の衛星高度邀撃機「あーすまんⅠ」は、にゅーめきしこ州あぷはむのほわいとさんず宇宙基地に設置された、長大なりにあもーたー式かたぱるとによって緩やかに加速され、三分三十秒後に離昇(りふとおふ)。'],['\u3000勝たねばならない。そしてあーすまんの量産に道をつけねばならない。ぶらっくないとは一個ではなく、地球の周囲に少なくとも五(・)個(・)が確認されているのだから。']
