クッキー,グリムク,ワンピー,ワンシー,スカウト,チンピラ,ビークル,ブラボー,ヘナチョコ,エンジン,コテンパン,ジャンプス,ピチスー,ピーカー,ホロスク,チングス,ガーボタ,デカブツ,ハッカー,マルグリ,ゴチャゴチ,テクノロ,ブースタ,クラシッ,ブラスカ,ジンポー,マルメラ,クスポー,ギーパッ,ピッチリ,ブラジャー,ワンポイ,スラスタ,コンスー,タックル,ツートン,プンテラ,カービン,シッカリ,ホログラ,ハッキリ,ワンクッ,チンタラ,ブラコン,ハッキン,シャンプー,ヒーカッ,ガンモジ,プラグス,シナプス,コンピュー,スパイラ,ブラウン,スーパー,ピンポイ,クラスタ,ブラスタ
21,4,10,1,2,4,19,26,1,6,1,1,1,4,2,1,1,3,1,3,1,3,11,2,24,2,65,1,13,1,1,1,1,1,1,1,1,1,1,9,7,1,2,2,1,2,1,7,1,1,1,1,1,2,1,1,82
