スカウト,ワープラ,トンシュン,クーパー,ハードシ,パーゲー,スラスタ,パープル,リンブル,ドンパチ,キシブル,コントロ,ブラスタ,クストン,スクリーン
1,4,3,6,25,1,2,1,35,1,15,2,1,76,74
