かっさら,どんぱち,るんとこ,いそうか,つけとく,けたとこ,ばりとん,ゆるげー,からすく,うとする,めちゃくちゃ,どろぼか,うところ,よろしく,ぷすぴー,しながら,からすい,ごとすい,くりすた,ぐらいじ,しっかり
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1
