クッキー,ワンピー,キーボー,ワクチン,ハッカー,スクワー,ピンポン,スパコン,コットン,ハッキン,ペットボ,パーカー,コンピュー,スーパー
1,12,4,2,16,1,2,3,1,4,2,3,12,5
