ワードス,ピンボー,フラワー,ワープラ,ムズアップ,ブラボー,ブーポイ,デカブツ,プリガン,パーセカ,ハードシ,パーゲー,パープル,ギーコン,タックル,アークラ,ペッパー,コントロ,コンピュー,キーオン,ブラウン,ブラスタ,スクリーン
1,1,5,26,1,58,2,1,2,1,21,1,1,1,1,3,1,2,1,6,1,26,106
