ワードス,クッキー,ピンキリ,メラワー,ワンピー,ジンジャー,プルンプル,カップル,ワンシー,パックラ,コンパク,スカウト,カンフー,カストロ,リングル,ミシガン,シッブン,コンクリ,エンジン,デコピン,ピーカー,コロジー,パラプリ,ブルパン,チュッパチャ,グーキー,ワクテカ,ポンコツ,チップス,バカボン,ハッカー,バンチュー,ムズガン,カンプン,ハッピー,ガサゴソ,パキポキ,ウロチョロ,グルマザ,ボツワナ,バカグル,ウマナミ,バシャバシ,ジリリン,コンパー,キリバシ,パッパラ,カーベリ,クルトン,スラスタ,ワーアップ,ビーカッ,リンカン,グルングル,クリリーン,ガチャガチ,ドタバタ,ガースー,チンプン,カサドー,ホログラ,シーカッ,キーアー,クンビク,クリリン,コンパッ,ブラコン,カタコト,コントロ,ハッキン,テラピー,ヒュークラ,スポコン,ズタボロ,コンピュー,スレチッ,クリボー,ダブスタ,チビデブ,ツルペタ
4,2,1,1,3,1,1,5,1,1,1,1,1,1,1,1,2,2,5,1,2,1,1,1,2,1,1,1,1,5,1,1,8,1,1,3,2,2,2,1,2,4,1,1,1,1,1,1,4,5,1,1,2,1,1,1,1,1,1,1,2,1,1,1,10,1,2,1,3,4,1,1,1,2,2,3,20,1,2,2
