カラクリ,コンパク,チンピラ,ワープラ,ブラボー,デカブツ,バンクー,クリスタ,ガラクタ,ブルゴー,パーゲー,ギーパッ,スラスタ,リントン,ガーフー,ドンパチ,オンボロ,デコボコ,タッガリ,コントロ,ハッキン,シャンパー,スーツケ,トンズラ,ドサクサ,パライソ,トロピカ,ブラスタ,スクリーン
1,1,8,1,1,1,38,1,4,1,4,1,10,1,2,2,1,1,1,3,1,1,2,1,1,12,1,27,64
