キーボー,カップル,フラワー,シャーペン,プリザー,チンピラ,ツンデレ,エンジン,ハッカー,キャッスル,トロポリ,カンプン,テクノロ,ウロチョロ,カランカラ,チンプン,グラウン,リングス,ホログラ,ブラコン,コントロ,キンシッ,ポーカー,ドサクサ,ビンポイ,コンピュー,ブラウン,スレチッ,スクリーン
1,2,3,3,1,1,1,1,1,14,1,1,3,1,1,1,2,10,1,1,18,1,1,2,1,26,6,1,6
