ペッパー,ガッコウ,カタコト,スープカ,ジーラン,パッカパ,コンピュー,バタフラ,ゼーラン,キログラ,コントロ,キラワク,カステラ,ジャカタラ,スクヘッ,キーワー,ブルコン,クスヘッ,ブラギリ,スッキリ,スカウト,ツルペタ,ペラグラ,ハッピー,ワーバラ,スーパー,テクノロ,キロメー,タジスタ,クタイガ,モロコシ,カラムシ,トッパー,ノータッ
6,1,3,4,6,1,1,1,2,7,4,11,2,3,1,3,2,1,1,1,4,7,1,2,2,11,1,9,2,2,3,1,4,1
