ガチャガチ,ガクブル,ペットボ
['\u3000ガチャガチャと何かが擦れる音。\n'],['\u3000今日は登城前から緊張しまくりでガクブルが酷い。\n'],['\u3000中には水筒とコンビニ弁当、二リットルペットボトルに筆記用具一式、日本地図にノートを何冊か。\n']
