バタフラ,ブラコン,スカウト,パラメー,バリスタ
['既に俺がいろいろ動いているので、バタフライ効果で周辺の状況も動くことが予想されるため先は見えない。\n'],['大崎へ養子に行った小僧丸殿に続いて時宗丸殿までが居なくなるのが晴宗殿には耐えられないようだ。（何やらブラコンの気配が・・・）\n'],['でも大丈夫、実力があれば後でうちの隊にスカウトすることになってるから問題ないぞ。\n'],"['このため、シリーズ当初はパラメーターが酷いことになっていた二階堂氏だが、徐々に『知略』や『政治』が伸びてきて、最近では一般モブ武将と同等までパラメーターが回復？しているのだ。\n', 'このため、シリーズ当初はパラメーターが酷いことになっていた二階堂氏だが、徐々に『知略』や『政治』が伸びてきて、最近では一般モブ武将と同等までパラメーターが回復？しているのだ。\n']","['今回は機動力を重視するため、輸送や組み立てに容易なバリスタ式の投石機を用意した。\n', '射程や威力は劣るが木製の城門を破るだけならバリスタで十分に役目が足りるからだ。\n']"
