バタフラ,キーワー,スカウト,トップク,コンプリ,クダサー
['\u3000バタフライエフェクトの様に、小さな事がやがて大きな変化を齎す事もある。\n'],['※指摘をいただきまして、キーワードに”チート”を追加致しました。\n'],['\u3000その多くが見目麗しい八・九～十五・六程の少女をスカウトし、育てたのだそうだ。\n'],"['\u3000服部家の中でも徳川家に所属していない服部家の者を含めた伊賀忍・甲賀忍・武田に仕えていた三つ者と、織田の――というよりか俺が雇っている――忍は、練度でも数でも恐らくトップクラスだ。\n', '\u3000”雑賀衆”は、紀伊の根来衆と並んで、銃の扱いならば戦国トップクラスだ。\n']",['\u3000後はまだ若い梵天丸――伊達政宗の事だ――と、島津忠恒揃えば”戦国四大DQN”コンプリートだ。\n'],['……時代考証はきにしないでクダサーイ。\n']
