クッサク,ブラブル,ウキチロ,スカウト,ブランドロ,ハッピー,ボリサン,コンプラ,フットー,メチャクチャ,メージト,トーキチ,ドサクサ
1,1,2,1,2,1,1,1,1,1,2,12,1
