バタフラ,ハッキリ,スカウト,ジタバタ,ガッカリ
['\u3000無論、バタフライ効果の言葉が示す通り、尾張美濃での改変による波及が何らかの形で作用して、今回の顛末を引き起こしたことは十分に考えられよう。\n'],['\u3000はて？\u3000永禄七年において、珠姫はいくつであったろうか？\u3000どうもまだ見聞を広げるために旅に出るような年齢でなかったような……。まあ、ハッキリと覚えていないが。\n'],['\u3000単純に銃を調達するだけより、鉄砲手もスカウトした方が、戦力化を図る上で手っ取り早い。\n'],['\u3000こうなってはジタバタしてもしょうがない。\n'],['\u3000露骨には態度に出さないが、どこかガッカリしたような風情を見せる藤吉郎。俺はそんな彼にとっておきの情報を後出しする。\n']
