クッサク,サーカス,コンピュー,バタフラ,コントロ,トップク,カステラ,ジャージー,スッキリ,スカウト,キロオー,ペックダ,オーホッ,スタドー,クッキー,キューコン,サンプル,スーパー,テクノロ,バックス,プスブル,ランサー,ブーメラ,ブルメー,ピースタ,カラムシ,ガクブル,コンサー,バリスタ,メキシコ,メソポタ
1,2,3,1,4,1,5,3,1,3,1,1,1,1,1,1,2,2,9,1,1,2,11,1,3,1,1,2,1,2,1
