ランカス,サンフラ,ペッパー,サーカス,ウラジー,コンカラ,コンピュー,ワープラ,コントロ,カッパー,ジャージー,ブルドー,ハラキリ,キーワー,ノースカ,スカウト,カップル,ブースタ,ワーバラ,トークス,コンスタ,タッキー,サンプル,スーパー,グスペッ,サンダラ,コンバッ,クスカリ,サンチカ,コンパク,トーチカ,メキシコ,ワークス,ドタバタ
10,17,5,2,1,1,4,2,4,15,4,1,1,1,22,4,1,2,1,1,1,4,6,6,1,1,1,1,1,1,3,10,3,4
