スイフク,イソフラ,ペッパー,サーカス,カッポカッ,キログラ,ジャーラン,バックダ,カステラ,カップラ,コロンブス,ランペッ,スッキリ,スカウト,ブリオー,キーパー,ハッスル,カップル,サックス,ピーサー,バッチリ,チリパチ,クッキー,ジャークラ,スクラン,スーパー,スクリュー,ノコギリ,ドキハラ,オードブ,バックス,キロメー,メチャクチャ,ブーメラ,モロコシ,メーキャッ,コンドー,ゴキブリ,ガリスク,コンサー,ドカメラ,ランドク,ビシバシ,ドタバタ,メソポタ
1,1,1,1,1,9,1,2,4,1,2,1,4,11,1,1,2,1,1,1,1,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,4,4,2,2,1,1,1,1,1
