辛い
"['\u3000柔らかく無垢な子供の心にそれは、なんて辛いことだったろう。\n', '\u3000でもそういう作法になってるってことは、鷹狩りを利用して毒殺しようとした人がいるってことだよな。鷹狩りの獲物にもそんな気を遣わなくちゃいけないっていうのが、なんとも世知辛いよな。毒殺を回避する為には仕方がないことなのかもしれないけどさ。\n', '\u3000ちなみに竹千代の生母である於大の方は、父の水野忠政が織田に寝返ったんで、離縁されて家に戻されてる。だから継室に真喜姫を迎えたんだろうけど、その父も松平を裏切るとか世知辛い世の中だよなぁ、ほんと。\n', '\u3000将棋の勝負では景虎殿の方が勝ち越していた。半兵衛もかなり将棋が強い方だと思うんだけど、景虎殿は思いも寄らない一手を打ってくるから予測が立て辛いんだとか。\n', '「……信長兄上が理解され辛い性格をなさっているのは分かっておりますから、大丈夫ですよ」\n', '\u3000信長兄上の場合、凄く分かり辛いんだけど、無駄死にするな＝死んではだめだ＝戦をやめてやろう、ってことかな。\n']"
