ハッキリ,バタフラ,ジタバタ,コントロ,スカウト,ハッスル,ボクサー,ベリスク,スタドー,カッコウ,オーパー,グリキャッ,コウモリ,キロメー,プスブル,カチコチ,ブーメラ,サッパリ,タジオー,トップス,メキシコ
1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,1,1,1,1,1,7
