バキドカ,スープカ,ゼーラン,バッサバッ,キログラ,ランスカ,コントロ,アハプス,コロンブス,ミリメー,スッキリ,スカウト,パラクラ,キャッサバ,ワーサー,スタドー,サンドロ,ノコギリ,コングリ,コウモリ,プスブル,モロコシ,ケタガラン,オイスタ,トコピー,ビシバシ,メキシコ,クイムシ
1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,1,1,8,8
