サンフラ,カタコト,スクワー,オロギー,バタフラ,コントロ,ズタボロ,ボロカス,トップク,カステラ,コロンブス,サングラ,ドロゴテ,スッキリ,トーキー,ヨロシク,パープラ,スーパー,スカパー,オーパー,シナサー,ギトゴテ,グスペッ,スッカリ,フルカラ,ペラトー,プスブル,ブツクサ,ヒッキー,コンパク,トップラ,ノータッ,ポッカリ,ブリザー
6,1,1,1,5,3,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
