タラタラ,バラバラ,ダラダラ,ベタベタ
['ブラウヒッチュもハルダ―もあわてて平伏するが、その顔は不満タラタラだ。\n'],['「私たちの班って見事にバラバラなのよね。あなたは図書館。シュミットは部活。私は研究会。ライエンはいつもどこにいるかわからないし」\n'],['はやく現実に帰ってダラダラしたい。\n'],['「一年中ベタベタいる方が気持ち悪いだろ」\n']
