ざわめき,がしてく,らんこと,ことくら,かったた,ぶちのめ,がしにた,するとこ,ふさがっ,はっきり,らんから,ちらから,めたこと,するごと,うとする,じたとこ,よろしく,ずかしく,げたこと,しながら,ことごと,がぶつか,たってく,からはた,こうにこ,こうもこ,からぱく,ちらにや,はらしく,わしのた,うところ,するから,のしがら,ついにこ,くださっ,けたこと,いがつい,にこちら,とぼけた,だったら,うともこ,からだっ,がちだっ,いがかり,ことすら,にこもり,ことだっ,いらしく,ばってく,くすぐっ,こそうと,くいこと,まろうと,ぶりにこ,ごろから,うだから,くすこと,ころだっ,ぎたから,ついにや,だったか,こんとろ,くいくだ,かりきり,たっぷり,すっかり,からぶつ,でぶつか,だったっ,おいてく,ひそめた,もそうだ,からしば,こうする,もそのこ,かりだっ,すること,ころうと,しくする,つけてく,らんだっ,しこちら,ぼそうと,どかけら,ことじゃか,ことから,がりくだ,てくすく,くらむか,うしてく,かすこと,しなかっ,とっくに,ついさっ,こうもそ,うしたど,がたいが,しなこと,もりだっ,うとぎょ,ずかしげ,せかけた,たたかさ,ひたすら,めたから,しとしな,ことこそ,ころから,からこそ,するくら,はらしな,もこうし,わなかっ,ふさわし,かったか,うとしな,ぎらつい,どしてく,どたどし,からこう,けたかっ,うとのこ,ちかけら,はたから,うしたら,ぶつかり,かってく
1,1,1,1,2,1,1,3,2,8,1,9,4,1,25,1,10,1,2,14,6,5,1,1,1,2,1,1,2,2,7,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,32,1,1,2,1,1,3,1,1,1,3,13,1,1,6,1,1,3,1,3,2,1,1,1,1,2,4,1,1,1,105,1,1,1,2,1,1,2,1,4,1,1,1,1,1,13,2,1,1,1,1,2,2,1,1,2,1,2,1,3,2,1,7,1,1,1,7,2,6,3,1,1,1,1,1,1,1,1,1,7,2
