ドタソワ,ジタバタ,コントロ,フルメタ,トップク,ガッチリ,ツルペタ,カラボリ,バッチリ,ランクス,テクノロ,ランスタ,グチャグチ,ブーメラ,モロコシ
1,1,2,1,2,1,1,2,2,1,1,2,1,2,1
