コントロ,スカウト,ハラワタ,スーパー,テクノロ,ランサー
"['「そうですね。一向衆との戦いの前に物流と経済で侵食して、伊勢長島をコントロール出来れば最良ですね。それが無理でも伊勢長島からのお金が尾張に入れば十分です」\n', '\u3000ただ流石の一向衆も今の織田家が、物流と経済で伊勢長島をコントロールしようとしてるとは気付くまい。\n']",['\u3000元は京から流れてきた料理人らしい男で、熱田に居るのを聞いた平手政秀が自らスカウトしたらしい。\n'],['\u3000大きいのは干物にして売ればいいし、捌いた際に出るハラワタとか小さいのは魚肥になるから無駄はない。\n'],['\u3000結構甘くて病害虫にも強いＳＦのスーパー品種。\n'],['\u3000ギャラクシー・オブ・プラネットのパイロットスーツなんかは普通に防弾性能はあるけど、未来の現実にすら存在しなかったオーバーテクノロジーをここで出すのは流石にね。\n'],['\u3000ガレオン船としては大型で小型の核融合炉とエンジンが付いてる上に、正確な海図にソナーやレーダーとオートバランサーとＧＰＳも普通に使える。\n']
