ハッキリ,ジーラン,ガッチリ,スッキリ,スカウト,オーホッ,スタドー,スクリュー,ベトコン,ムグラン,ガッカリ,ブツクサ,モロコシ,イラクサ,カラムシ,キーヒッ,メタノー,コンプリ,トーチカ,メキシコ
3,1,1,2,12,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1
