フルコン,コントロ,カリボー,トクラン,スカウト,ハッピー,ハッスル,ヨロシク,ワーバラ,サンプル,ランクダ,ブーメラ,ブルメー,メタボリ,コンプリ,ノータッ,ムズアップ,ドタバタ
1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1
