バタバタ,ポカポカ,バクバク,ピクピク,プルプル,ポリポリ,ドカドカ,ワナワナ,ギラギラ,ニヤニヤ,ガチャガチャ
['\u3000何も見えないが怒声と悲鳴、バタバタと何かが倒れる音。\n'],"['\u3000そういうと犬千代は利久の胸元をポカポカと叩き出す。\n', '\u3000ポカポカが、ドンドンに、そして、ズドンズドンに。\n']",['「そうです。びっくりして心の臓がバクバクしてます」\n'],['\u3000見れば利久は倒れたままピクピクと痙攣している。\n'],['\u3000利き手の右腕がプルプル震えている。\n'],['\u3000そしてこのダメ兄貴は尻をポリポリと掻いている。\n'],['\u3000ドカドカと足音を立てて、乱暴に。\n'],['\u3000私がワナワナと体を震わせていると後ろで悲鳴が聞こえた。\n'],['\u3000目がギラギラしていて、私を見下ろしている。\n'],"['\u3000今も家臣達のやり取りをニヤニヤしながら見ている。\n', '\u3000その隣に利久が座り俺を見てニヤニヤしている。\n', '\u3000ニヤニヤとニヤついている。\n', '\u3000さっと隣を通る利久に私が振り返ると彼はニヤニヤと私を見ていた。\n']",['\u3000ガチャガチャと何かが擦れる音。\n']
