ラングス,バタフラ,ガタパー,オタマジ,コロンブス,サングラ,ウジギク,カップル,ブラコン,ワーバラ,スタドー,ワイドシ,サンプル,スーパー,マザクラ,パーバッ,プスブル,ブラジャー,トップス,コンサー
1,1,6,1,1,2,1,1,1,2,1,1,3,1,2,1,1,2,1,1
