おろする,さんがつ,しとらん,がちゃがち,するとこ,ばらくす,はっきり,むかつい,らんから,ちらから,うとする,とっぷり,よろしく,しながら,がぶつか,うざがっ,するから,くったか,さっそく,ふってく,けたこと,からよろ,うようだ,しなくちゃ,すっぱり,じたばた,にやしな,するわな,だったか,はきつい,うるさく,がってく,すること,ばっかり,ぶつけら,ことから,いがうる,ぺっとぼ,どしたら,もりだっ,もわから,ひたすら,めちゃくちゃ,かってら,しないが,とこちら,にやつい,わなかっ,さっぱり,かったか,がくぶる,どさくさ,たらよろ,けっこう,うしたら
1,1,1,1,2,1,3,2,2,1,2,1,24,2,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,8,3,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,12,3,1
