ペッパー,トーノー,ドヤオー,バタフラ,コントロ,カステラ,スクヘッ,ブラザー,キーワー,サングラ,ヘッドロ,スカウト,キーパー,ハッスル,ガッシャー,ボクサー,コクラン,ワクテカ,ツートッ,ヨロシク,ヒーカッ,クッキー,コンスタ,グリゴリ,サンプル,バリゼー,スーパー,ミリオタ,サーチラ,ランゲー,ウトプッ,グリキャッ,ブリカス,ブーメラ,ギョウシ,ヘッドバ,トロポリ,ブランドバ,ズルピー,サンキュー,ザーワー,コンパク,パーサー,コンプリ,コンパッ,ドサクサ,ムズアップ,オメツケ
1,1,1,3,1,21,1,3,6,1,2,9,2,1,1,2,10,2,1,2,1,1,1,2,8,2,5,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,13,1
