ハッキリ,マザコン,コントロ,キーワー,ガッチリ,スカウト,キーボー,コンスタ,サンプル,スーパー,キロメー,グチャグチ,ノープラ,ブルメー,ハラワタ,サンキュー,ガクブル,クッキリ
2,1,5,1,1,26,2,1,1,4,4,1,1,1,1,2,1,1
