スイノシ,ハッキリ,バタフラ,コントロ,スッキリ,ハッピー,バッチリ,オーパー,ワイガヤ,パーカッ,クタワー,カチャカチ,グーパー,サンキュー,ポッキリ
1,13,3,1,2,1,3,1,1,1,1,1,2,1,1
