スッポリ,ハッキリ,タップリ,カステラ,キーワー,スッキリ,セコズル,キーパー,コンスタ,スーパー,トップリ,ランクダ,ワイガヤ,グチャグチ,ガサゴソ,サッパリ,クスグリ,ドタバタ
1,2,3,2,2,1,1,3,1,1,1,1,1,2,1,2,1,4
