もたくさ,ざわめき,つやふら,ばっくす,らんくだ,ぱくつい,しこのこ,たってか,けたぱっ,はっきり,しゃわから,めたこと,うとする,よろしく,しながら,ちらこそ,にこのこ,ことごと,うところ,いがする,じわとこ,くださっ,けたこと,がったじ,にこちら,やいぎり,どかしく,ことすら,からさら,のさばら,たっきり,がらはっ,ずらしく,はっちか,だっすか,ぐたいが,がたぴし,けたらん,だったか,すっかり,びかけた,けたとこ,のしちり,かりのそ,にこぶら,ひそめた,がらくに,もそうだ,ぶつけた,くださら,ことにこ,がってく,さんもそ,こんすた,すること,どーわい,ぎりすか,ついたら,しなかっ,だくこと,がたいが,ふるすい,がみつい,ぶつかっ,しとのこ,からのこ,ひたすら,らんかす,ぱりから,ころから,かったど,からふっ,たかじゅー,からこそ,くためら,わなかっ,ちかけた,ふさわし,かったか,うとしな,ばっくだ,すらかす,がたくい,よろめき,ほろふか,からのさ,もたしと,かってく
1,1,1,1,1,2,1,1,1,5,1,1,6,6,4,3,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,3,1,1,1,1,2,1,1,5,19,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,7,1,1,1
