こそいら,はっきり,らんかっ,らんから,ついてか,こちから,うとする,たらずっ,よろしく,ずかしく,ぷりから,しながら,もこちら,ざわつい,ちらこそ,がぶつか,たってく,からこち,うところ,たらばら,くださっ,けたこと,はたじろ,くさねば,にこちら,だったら,かっぽか,わしから,ことすら,からさら,まろうと,うだから,きりだっ,だったか,ぐらいが,すっかり,ぶりから,びかけた,くらすか,するなよ,へとたど,ひそめた,もそうだ,たかかっ,もろくに,すること,めそうだ,たらしく,ついたら,しなかっ,だくこと,からずっ,しとくら,がたいが,ぶつかっ,からのこ,からかっ,ぽかぽと,からこそ,かったら,のためら,わなかっ,さっぱり,かったか,たらよろ,どたどし,からこう,ひくつい,さんだっ,わないが,いそうだ
1,3,1,1,1,1,3,1,11,2,1,13,1,1,1,2,1,2,2,1,2,1,1,2,4,4,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,2,1
