ノーカッ,タタタッ,ジタバタ,コロンブス,スカウト,ビショビシ,チリパチ,クッキー,ホッゴホ,コンスタ,サンドロ,ホッゲホ,スーパー,サバサッ,タドタッ,プスブル
1,1,1,1,1,1,2,1,1,26,2,1,2,1,1,3
