ちゃらちゃら,そろそろ,のろのろ,どくどく,うんうん,めちゃめちゃ,どんどん
['珍しく剛が先に気づき、明らかに困惑している少女をなんぱしていた三人組のちゃらちゃらとした男。'],['「姉ちゃんもさぁ、もう来年には大学だぜ。そろそろ待ちをしててもしょうがねえだろ、決めろよ」'],['「告白されたいなんてのろのろやってたら、別の誰かに取られちまうぜ」'],['どくどく、と。'],['なるほど、善行は見られているものなのだな、とうんうんと剛はひとり頷く。'],['めちゃめちゃもてますよ、あいつは。'],['\u3000どんどん相談してくれ！」']
