のおごり,でかかっ,めちゃくちゃ,はきつか,がらのろ,かっぷる,はーどす,はっきり,からげー,うとする,まるとこ,こっちか,じめつけ,いじくり,わなかっ,しっかり,うところ,からちら,きんしっ,わんぴー,ことのし,からのろ,くすこと,するから,すること,かったら,しなかっ,かんぱー,ぼーりん,じゃんぐる,からこそ,しっとこ,わくしな,しっくり,わんつー,しながら,えんなよ
1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1
