スカポリ,カップル,カンパー,トロベリ,ハッピー,ボーリン,エンスル,ドタバタ,ハッキリ,カタコト,キンシッ,ペットボ,バンジー,スクリーン
1,26,1,1,1,1,1,1,2,1,4,1,7,2
