カップル,クスピン,エンジン,シックス,ブルカッ,パチクリ,ゴチャゴチ,キーパー,ボーリン,ピリオド,ハッキリ,アップシュー,ブルクラ,シュートコ,ポーカー,ビショビシ,ピンポイ,ブルチー,スクリーン
2,2,1,33,2,4,1,1,2,6,5,4,5,3,1,1,1,22,3
