でかかっ,しくてく,つけるん,ぐらうん,がさぽー,しなくちゃ,どんから,はただぼ,がちくり,ぶらじゃー,にたくさ,とんどや,すらつか,はっきり,ぶるから,ことしな,うとする,びんぐる,きこうと,からかっ,ちらから,わなかっ,がみこん,けばきー,しっかり,きんこん,くらしっ,うところ,じとしな,くだから,つけてく,ぶつけた,のおばちゃ,からまる,もそうだ,めたとこ,いらしく,からくる,きーぱー,ことすら,からがちゃ,するから,かんこん,すること,かったら,でぶつけ,こそこり,しなかっ,たっぷり,でこちら,ばきでか,からこそ,しっくり,はーふら,くるとん,はたくさ,しなあー,くること,からのお,かったっ,にこちら,けたこと,しながら,くらいじ,しーざー,すくめた
1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,15,4,1,1,4,3,2,1,2,1,1,1,2,1,1,1,2,1,1,5,1,3,1
