ごちゃごち,めたかっ,でかかっ,おいてく,じゃんぷす,そろわな,かっぷる,なみじめ,がらいちゃ,しーずん,けたから,からんころ,くりする,ことしな,うとする,よろしく,そわかん,びしかっ,ごぼうと,からもそ,わなかっ,しっかり,とこから,かりする,かーぼー,からさら,ぶつけた,ぶつかっ,ぶつかり,いらしく,たらこっ,かりこん,はたぶん,ころから,すること,かったら,からめり,がたくさ,しなかっ,くつもり,のおばさ,いそうだ,だらしな,かつくん,かってく,ことばか,めたこと,ぴんぽん,ことくら,けたこと,しながら
1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,3,4,2,1,2,3,1,1,1,1,1,2,1,1,2,1,1,12
