ちらちら,そろそろ,じろじろ,おいおい,ぱくぱく,もやもや,どんどん,にやにや
['\u3000滅茶苦茶ちらちら見られているのは感じるが、知らんったら知らん。'],['「そういうこと。それで“Shake”が流行ったおかげでかなり知名度が上がったから、そろそろ活動場所を東京に移そうってことになったわけ。今は一応両親と同じ家に住んでるよ。まあ2人共ほとんど家に帰って来んけど」'],['\u3000その女は腕を組んで、きつめの顔をつんと反らしながら、俺のことをじろじろと値踏みするような視線で眺めていた。'],['「おいおい転校生。せめて俺らが優しい内にちゃんと謝っておけって。な？」'],"['\u3000園山は顔を真っ赤にしてぱくぱくと口を開けたり閉じたりしていた。', '\u3000口ぱくぱくが3人になった。']",['\u3000仕方なく、胸の中のもやもやを溜息と共に吐き出す。'],['\u3000それからも、俺と足立さんは毎日学校で音楽について語り合い、どんどんと仲を深めていった。'],['\u3000ちらりと教室の反対側に目を向けると、このめっせーじを投稿したであろうぐるーぷが、こちらを見てにやにやと厭（いや）らしい笑みを浮かべていた']
