ノロノロ,ドクドク,チャラチャラ
['「告白されたいなんてノロノロやってたら、別の誰かに取られちまうぜ」'],['ドクドク、と。'],['珍しく剛が先に気づき、明らかに困惑している少女をナンパしていた三人組のチャラチャラとした男。']
