カップル,スカウト,ムズアップ,コンクリ,ジーパン,ピーカー,ハッピー,シーフー,クラシッ,ピリオド,グーパン,ハッキリ,パッチリ,タップリ,シャンプー,ブラウン,クスカー
6,2,2,1,2,1,1,3,1,1,1,6,1,1,2,1,1
