カランコロン,クッキー,ワンピー,ジャーシー,カップル,シャーペン,コンパク,スカウト,クーポン,ツンデレ,コンドー,コンクリ,デコピン,チョコチッ,ポンコツ,デンモク,キングサ,ピンポー,クンドク,ガタンゴトン,クーリン,ビシバシ,ワーアップ,タックル,ドタバタ,キーワー,ハッキリ,キシスカ,コントロ,シャンプー,キンシッ,ポーカー,スーパー,ピンポイ,ブーメラ
1,5,4,4,19,1,1,1,2,19,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,35,1,1,2,5,4,3,1,1
