ブラザー,カラカン,ワンピー,カップル,ワンシー,シャーペン,スカウト,ツンデレ,ブラブカ,トロベリ,カップラ,シーフー,ピンポー,クラシッ,ボーリン,コンプリ,バリカン,チャラブカ,シュークリ,ドタバタ,ハッキリ,ブラコン,シャンプー,キンシッ,メチャクチャ,ペットボ,ワースポ,パーカー,ワイトボ,スーパー,クスカー,チーズタ
1,1,3,23,2,3,4,1,2,2,2,1,2,1,17,1,1,2,1,1,18,4,2,2,1,6,6,8,2,4,1,1
