しゅーくり,さわしく,がらちら,くっきー,くようだ,つけてか,くんから,にたくさ,こんくり,ばたつか,けたすい,しーずん,けたから,ぱりおい,がらとん,くりする,はっきり,わくする,よろしく,もそこそ,いそとく,けたかっ,きしめた,さくつけ,からつけ,しっかり,うところ,つけてく,からふん,くんのお,からさら,くんなよ,さくほろ,もそうだ,こちょこと,おいでぶ,もたくさ,からじわ,からんから,ぽたりぽた,たらこと,からはた,きりかっ,はたぶん,するから,すること,かったら,しなかっ,ちょこちっ,うとかつ,じところ,いそうだ,からこん,かつくん,でかうん,がやたら,ことばか,からこそ,ちょこくっ,ひたすら,ばかうん,はたくさ,はきちん,ぱちくり,どきしな,るんでん,ことごと,ごくおい,しながら,はたいそ
2,2,1,19,1,1,2,1,1,1,1,1,1,3,1,1,3,3,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,10,1
