コンコン,ガラガラ,ウキウキ,キラキラ,ジロジロ,ゴテゴテ,イライラ,コロコロ,ウジウジ,ソワソワ,ジメジメ
"['コンコン、ガチャ\n', 'コンコン、ガチャ。\n']",['それにしても、ガラガラのテントは妙に寂しいものだ。\n'],['そんなどこかウキウキしている未亜の背中を見た由紀子はどこかチカラの抜けた笑顔で呟いた。\n'],['なんか脳内フィルター越しにキラキラが視える。\n'],['「むふふ、そんなにジロジロ見て、わたしの私服姿がそんなに良かったのかな〜？」\n'],"['それはゴテゴテの少女漫画だった。\n', 'ゴテゴテすぎると有名な作品で、俺も少し読んだことある。\n']",['それとこいつの口調はイライラ効果を引き上げている。\n'],['話題がコロコロ変わるなホント。\n'],['「そうウジウジするなって。たしかに超絶望級の伸び代ではあるが、努力するのに越したことはねぇ。だろ？」\n'],['なるほど、俺と目が合ってからソワソワしていたのはそういうことか。\n'],['「まぁ、まだ暑くはないけど。でもそろそろジメジメーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n']
