ボキボキ,ギトギト,コンコン,ウキウキ,ケラケラ,ボコボコ,ツーツー,ゴチャゴチャ,ホカホカ,ガンガン,ドスドス,ニヤニヤ,クチャクチャ
['翔太は拳を合わせボキボキと鳴らしながら達也に一歩づつ近づく。\n'],['晩御飯に肉と野菜炒めを作った時、油でギトギトで正直不味すぎて食べられなく、結局コンビニ弁当になった。\n'],['コンコン\n'],['俺はウキウキ気分のまま自分の部屋にある荷物をまとめる。\n'],"['そう言ってケラケラ笑いながら「このあとこの金でゲーセン行くか？」などを話ながら翔太達は不良共は俺から遠ざかって行った。\n', '妹の小春はケラケラ笑いながらテレビを見ている。\n']",['「はぁ？？！！私はせっかく善意で言ってあげているのにもう知らない！翔太こんな奴ボコボコにしてあげて！」\n'],['ツーツー「おかけになった電話番号は・・・・・・・」\n'],['洗濯機で回した服を干すのを忘れていて朝方に慌ててドライヤーをかけて乾かすと制服のカッターはシワシワになってしまった。慌ててアイロンを探しているうちに部屋はゴチャゴチャになってしまった。\n'],['メニューは肉じゃがと金平ごぼうとホカホカごはんと熱い味噌汁であった。\n'],['翔太も１度振られたぐらいで諦めるような人ではなくガンガン私にアタックしてきた。\n'],['小春はドスドス床を鳴らしながら階段を上り達也の部屋のドアをノックもせずに生き良いよく開ける。\n'],"['そんなみじめな背中を見て美波はニヤニヤと笑っていた。\n', '少し離れたところで美波と金髪ギャルは追いつめられる達也を見てニヤニヤしている。\n']",['服はそこらへんにまき散らしてあり、台所はクチャクチャでまるで強盗でも入ったのと間違うほどの荒れようである。\n']
