ブーメラ,ワンピー
['\u3000少なくとも、私にそうした注意をする人間はもれなく美形に無理矢理近づこうとする猛者ばかりで、盛大なるブーメランを投げるのが大好きな人ばかりだった。'],['\u3000黒髪ロングに爽やかなワンピースでまさに清楚という感じの綺麗系女子と、ほぼすっぴんのようなのに肌が真っ白で大きな猫目のかわい女子と、ちょっと派手目ながら長い髪と濃いめリップの対比が印象的な美人。']
