ドタドタ,ギリギリ,ガサガサ
['\u3000あいつは、いつものようにドタドタと家に上がってきて、真っ先に俺の部屋のドアを開ける。\n'],['\u3000七海は、俺らよりさらに３０分くらい遠い学校に通っているのだが、起きる時刻から家を出る時刻まで、間に合うギリギリを攻めているので、余裕を持って学校に行く俺らと家を出る時刻はたいそう変わらない。\n'],['\u3000聞こえはしないが、ガサガサと音をたてていることだろう。\n']
