つんつん,ずたずた,そろそろ,おいおい,びりびり,ふわふわ,ひらひら,どきどき,こんこん,くすくす,ぶつぶつ,あーあー,かりかり,そわそわ
['\u3000手を後ろで組んだり、胸の前でつんつんしたり、普段なら絶対やらないような仕草をして……おもわずそのぎゃっぷに、\n'],['\u3000しかし、半年のぶらんくは予想以上に大きかったようで、威勢よく飛び出したものの、敵ぷれいやーにこてんぱんにされてしまい、俺のぷらいどはずたずたにされてしまった。\n'],['\u3000よし、そろそろ本題に入ってもらうか。\n'],"['\u3000おいおい、自信なさげだな。\n', '「おいおい……」\n']",['\u3000そう言うと俺の隣にびりびりとのいずが走り、女の子が生成された。\n'],['\u3000普段からくらすでもおとなしい明里さんの事だから、俺はてっきり部屋の中も女の子らしくふわふわした可愛らしいものだと思い込んでいた。\n'],['\u3000何故驚いたか、それは「そのあいどるが可愛らしいひらひらのめいど服を着て現れた」から。\n'],['\u3000いろんな意味でどきどきが止まらない。\n'],['\u3000授業が始まって、寝静まることによって静かになった教室で、数学の先生が黒板をこんこんと叩く。\n'],['\u3000後ろで鳴澤がくすくす笑っている。\n'],['「なぁにぶつぶつ言ってるの？」\n'],['「あーあー、聞こえる？」\n'],['\u3000げーむの内容も気になったがそれ以上に俺は何か違和感を感じていた。違和感の正体は考えるとすぐにわかった。それはぱそこんが静かって事だ。普通のぱそこんははーどでぃすくとかふぁんとかの回転体があって、起動するとかりかりと音がなったりふぁんの音が聞こえてくる。特にふぁんの音は、重たいげーむをしてる時なんかは結構うるさい。\n'],['\u3000いつにもなくそわそわする明里さんは、棚の引き出しから一枚の紙を取り出す。\n']
