ソロリソロ,ワンピー,シャーペン,クーポン,ムズアップ,ジーパン,ボーリン,コンプリ,グーパン,ブリザー,ジャンピン,グラウン,デンキャッ,カステラ,ペッパー,コントロ,ポーカー,ワイトボ,スーパー
1,1,2,2,2,3,2,1,1,1,1,1,1,4,1,1,2,2,5
